RL,ND,CA, NP , LPI , CLUMPY , AI , NLSI
169.6874737,1.481793711,348.38,3952,0.2132,0.6027,61.4672,0.3853
287.6775704,2.407290646,470.06,1029,1.2985,0.7998,80.7497,0.1925
256.8705044,2.157657308,456.77,1757,0.5464,0.7064,71.7551,0.2824
301.5505724,2.585312461,1096.77,2295,2.7745,0.7192,74.3204,0.2568
71.71586466,0.66656603,465.43,807,1.7179,0.7402,75.1063,0.2489
196.9027043,1.648177494,322.53,1028,0.9509,0.7247,73.1986,0.268
655.6298204,5.516246026,154.81,1572,0.0205,0.6147,61.9705,0.3803
481.2812235,3.986695233,483.81,2320,0.3224,0.6883,70.0619,0.2994
377.1522448,3.549918595,954.33,2404,2.6477,0.7633,78.4508,0.2155
282.2204898,2.40347632,560.74,1781,0.4608,0.7195,73.2597,0.2674
956.4427221,8.413097806,2372.71,6689,1.9261,0.6428,71.6175,0.2838
243.4379826,2.081253086,579.62,1390,2.6451,0.7412,75.372,0.2463
123.8140662,1.095738404,572.45,2135,0.5619,0.7279,74.1446,0.2586
445.0121621,3.803234871,574.26,1353,0.7184,0.7532,76.4977,0.235
161.3946791,1.428535496,794.42,3450,1.6539,0.689,71.0731,0.2893
133.826741,1.179079634,445.92,2366,1.1235,0.6799,69.2083,0.3079
48.28296121,0.42410225,227.52,1867,0.2696,0.6486,65.5413,0.3446
280.7232364,2.389045483,775.1,2518,2.2167,0.7103,72.9359,0.2706
438.2220014,3.961358927,765.85,4834,0.9589,0.6627,68.5171,0.3148
271.7559486,2.327203881,459.34,1304,1.1098,0.7307,74.0942,0.2591
524.0232511,4.334070434,1735.74,3678,0.7381,0.7407,77.7257,0.2227
880.1887552,7.447173545,822.07,2453,1.3293,0.6878,70.9448,0.2906
152.4725603,1.286614009,448.24,2171,0.5592,0.635,64.8783,0.3512
128.5201375,1.083691325,474.2,1380,1.6792,0.6983,71.0214,0.2898
198.1784361,1.856365704,755.45,1294,1.9362,0.758,77.5023,0.225
391.8733916,3.289246405,368.42,1947,0.2184,0.6789,68.8636,0.3114
406.8544717,3.691423147,1484,5987,3.2233,0.6784,72.0973,0.279
226.2368874,1.92870232,281.46,1040,0.3429,0.7153,72.196,0.278
531.4778403,4.399082764,867.88,7170,0.1219,0.6119,63.967,0.3603
194.1984688,1.711467812,582.61,2017,1.0496,0.7192,73.3615,0.2664
115.1518464,0.986967496,530.54,835,2.3878,0.766,77.6416,0.2236
251.5112985,2.107984124,358.69,1093,0.2706,0.7187,72.6944,0.2731
201.4413614,1.823785575,467.16,4328,0.2039,0.6128,62.8577,0.3714
424.2597668,3.854891294,391.79,2242,0.6695,0.6475,65.9719,0.3403
1104.026963,9.342765379,1559.84,3255,1.7347,0.7182,75.5381,0.2446
187.7082854,1.586594324,419.44,1289,1.3059,0.748,75.6726,0.2433
641.7156777,5.545122601,420.23,3344,0.1221,0.623,63.652,0.3635
228.5943845,1.939732407,532.75,1640,1.2689,0.7092,72.2202,0.2778
307.262824,2.814992828,956.76,4102,2.9317,0.7151,74.0034,0.26
328.0752031,2.811446191,526.65,1198,2.5763,0.7356,74.7223,0.2528
106.7928262,0.936906638,326.16,2312,0.1732,0.6418,65.2058,0.3479
167.8690115,1.419829189,417.1,955,2.2817,0.7681,77.603,0.224
194.7866955,1.616436704,495.93,2277,0.1931,0.693,70.5499,0.2945
318.7601983,2.692136018,341.45,1651,0.3571,0.6448,65.5006,0.345
182.483757,1.546204469,129.48,445,0.2069,0.6913,69.4639,0.3054
182.9747436,1.545213601,327.58,1289,1.1759,0.6985,70.6726,0.2933
201.5240459,1.826620211,1152.94,3678,2.4108,0.7179,74.7382,0.2526
358.3316627,3.031852284,349.47,2444,0.0821,0.6541,66.4284,0.3357
226.5737775,1.98733986,334.48,4256,0.1287,0.5762,58.8547,0.4115
153.44818,1.363348779,679.34,1583,2.0077,0.7502,76.5128,0.2349
307.4214777,2.633814842,663.42,2385,0.2022,0.713,72.9102,0.2709
639.8910676,5.431346667,662.27,2374,0.8126,0.6988,71.5596,0.2844
198.357782,1.74986766,702.03,3433,0.3481,0.6544,67.5498,0.3245
155.1563423,1.333873979,434.28,1114,1.2124,0.7332,74.2963,0.257
226.9180362,1.920409544,339.14,964,0.5979,0.7019,71.0372,0.2896
150.8172212,1.268598748,311.02,1504,0.8832,0.6744,68.2802,0.3172
213.0969418,1.802682607,337.57,891,0.5581,0.6804,68.9483,0.3105
109.8892878,0.940521439,293.64,1084,0.3179,0.7111,71.8147,0.2819
524.1359462,4.789947544,858.95,1672,2.1131,0.7302,75.0472,0.2495
205.1745735,1.840682268,341.07,2875,0.1832,0.6295,64.0587,0.3594
129.1650874,1.145677728,432.61,2719,0.2448,0.6474,66.0767,0.3392
134.2215723,1.152000923,364.19,1315,0.5064,0.6949,70.4276,0.2957
289.1268469,2.692104755,336.83,1959,1.1552,0.6976,70.7021,0.293
155.0746809,1.294430295,375.74,1223,0.3052,0.7296,73.8042,0.262
131.8755938,1.191635183,373.85,2192,0.8001,0.6659,67.701,0.323
227.1204746,1.895166436,296.92,1400,0.3831,0.6908,69.8335,0.3017
179.8726901,1.571705862,289.22,1130,0.6152,0.749,75.5282,0.2447
341.967067,2.851573794,365.51,1808,0.3376,0.696,70.5111,0.2949
165.7011834,1.485953014,160.01,803,0.1489,0.707,71.1078,0.2889
106.4422377,0.956716407,431.22,3113,0.2114,0.635,64.6234,0.3538
254.6549035,2.16464663,292.29,880,0.6509,0.7468,75.2942,0.2471
144.9350782,1.27415314,74.86,1541,0.019,0.5049,50.8042,0.492
125.4370388,1.102584424,583.86,1092,1.6608,0.7873,79.7873,0.2021
364.1293965,3.095543317,492.42,2207,0.7835,0.6721,68.5649,0.3144
179.5698583,1.522899894,438.01,1600,1.5249,0.7311,74.1016,0.259
173.511329,1.451432391,261.84,1283,0.4718,0.6919,69.8601,0.3014
133.7616466,1.167436746,469.97,1428,1.5433,0.7315,74.2155,0.2578
340.5044982,2.900471275,422.86,1045,1.3604,0.7237,73.3484,0.2665
87.26824392,0.748684855,398.15,1315,0.6799,0.7021,71.2142,0.2879
154.3953767,1.338771262,222.06,941,0.4813,0.7081,71.3554,0.2864
124.3544434,1.065903078,412.96,706,1.657,0.7762,78.389,0.2161
172.9245985,1.460126264,264,1590,0.4943,0.6278,63.6093,0.3639
436.5163242,3.705638324,768.44,2734,0.6121,0.7054,72.439,0.2756
285.6666808,2.43269313,550.49,1477,0.6082,0.7134,72.6876,0.2731
351.9748606,3.19497175,959.69,1984,1.4661,0.7491,77.0649,0.2294
226.2275006,1.942177861,339.79,598,1.6014,0.7925,79.8325,0.2017
358.4666099,3.029287373,240.91,827,0.1717,0.6698,67.6547,0.3235
179.2966994,1.568392091,352.73,1106,1.0247,0.7485,75.605,0.244
488.1378729,4.128767665,362.61,1936,0.2389,0.6458,65.6631,0.3434
156.2362883,1.318233818,362.61,1936,0.2389,0.6458,65.6631,0.3434
160.4694169,1.454079063,282.31,3914,0.3858,0.5601,57.1047,0.429
307.4747982,2.581995089,420.04,1092,0.9972,0.7085,71.8558,0.2814
131.6262297,1.083147248,444.61,2192,1.4529,0.6898,70.1028,0.299
83.75214653,0.744173918,340.49,3662,0.2108,0.5741,58.6803,0.4132
101.0569281,0.896361967,485.16,1879,0.5809,0.7122,72.4529,0.2755
216.4092996,1.996138503,645.78,1423,1.1812,0.7639,77.771,0.2223
305.3653389,2.588298892,305.96,1317,0.2044,0.6676,67.6227,0.3238
451.0853557,3.826128655,490.57,1889,0.3798,0.6889,70.1795,0.2982
182.023671,1.535397981,278.29,1163,0.7796,0.6885,69.581,0.3042
208.8063796,1.930100872,358.89,972,0.4178,0.7446,75.2784,0.2472
175.1327349,1.490972734,376.12,1980,0.7376,0.6825,69.2635,0.3074
446.7611917,4.040038882,220.91,6215,0.0217,0.3948,40.6595,0.5934
118.1186635,1.069590769,593.86,1394,2.0548,0.7626,77.5075,0.2249
492.8082876,4.476310252,192.05,2036,0.1191,0.5945,60.1411,0.3986
166.4696026,1.489013337,345.23,1152,0.5923,0.7516,75.9065,0.2409
99.48425673,0.884775884,601.01,1729,0.5536,0.7223,73.7033,0.263
97.07883518,0.856282334,467.88,2440,0.2454,0.6762,68.9381,0.3106
102.1777012,0.990060362,204.59,1274,0.2694,0.7129,71.854,0.2815
398.7555707,3.331199474,286.2,1480,0.3906,0.6689,67.6737,0.3233
195.3767512,1.672607294,527.21,1318,1.6031,0.7354,74.7185,0.2528
274.5534237,2.551764433,105.8,783,0.1779,0.6823,68.5358,0.3146
594.5556887,5.045585242,846.96,1784,0.9583,0.7547,77.2269,0.2277
321.1833311,2.675097719,339.59,1932,0.4271,0.6832,69.2105,0.3079
108.527925,0.964983973,438.7,1514,0.7191,0.7225,73.3329,0.2667
454.8959358,3.907622322,379.54,2586,0.5962,0.6703,68.095,0.319
301.7173806,2.74487141,130.7,1250,0.3439,0.6431,64.7254,0.3527
258.2513456,2.179094372,167.13,669,0.4857,0.6851,68.942,0.3106
189.1741438,1.78513278,177.9096,1430,0.3368,0.6728,67.8333,0.3217
256.6188545,2.164296892,662.11,1742,1.434,0.6773,69.5285,0.3047
146.2285527,1.28415174,74.13,1745,0.0361,0.4659,46.9255,0.5307
92.16263576,0.77613196,416.36,832,0.3295,0.7638,77.1852,0.2281
190.141942,1.586605642,135.52,1024,0.0806,0.6236,62.7817,0.3722
222.5453578,1.94955006,252.08,841,0.2576,0.7284,73.4401,0.2656
424.2062674,3.598077387,589.59,2131,0.334,0.7006,71.5444,0.2846
108.9632381,0.965395706,402.75,1261,0.9899,0.7138,72.4023,0.276
677.9193279,5.578335561,316.92,5218,0.2164,0.5321,54.4195,0.4558
57.63364168,0.520341673,187.73,3057,0.0776,0.5337,54.1332,0.4587
104.1471842,0.937985222,515.09,1829,0.4262,0.7232,73.5931,0.2641
197.9593468,1.699694551,218.98,968,0.5268,0.6706,67.6621,0.3234
454.8449912,3.771543916,434.08,5398,0.6009,0.5763,59.15,0.4085
190.8331361,1.606565242,240.68,958,0.8153,0.7029,70.8897,0.2911
133.1248326,1.201509113,419.3,4594,0.3026,0.5926,60.7418,0.3926
130.0927212,1.103338777,302.53,826,1.3035,0.7107,71.8109,0.2819
223.1156258,1.841114743,184.1,1503,0.1659,0.6208,62.6436,0.3736
164.8404128,1.589215871,674.25,3835,0.9539,0.7003,71.9824,0.2802
264.878376,2.219532636,156.33,617,0.2966,0.7164,72.0006,0.28
877.7942861,7.473527923,727.54,2573,0.7621,0.7265,74.3026,0.257
252.1769987,2.118595266,179.21,676,0.6567,0.71,71.4286,0.2857
101.0104184,0.892883719,265.72,1763,0.3556,0.6546,66.2609,0.3374
190.9979397,1.62589261,272.3,1207,0.7773,0.6707,67.825,0.3217
236.367742,1.9897057,243.79,801,0.3648,0.7087,71.4604,0.2854
220.9531784,1.996094492,125.32,2918,0.0184,0.4506,45.6602,0.5434
700.1402831,5.776844912,1175.22,12256,0.2161,0.579,61.948,0.3805
214.3179502,1.833195286,381.01,1312,1.4082,0.7151,72.4183,0.2758
219.691598,1.870859562,317.96,1447,0.7638,0.6806,68.9159,0.3108
375.4919529,3.121675568,384.62,1803,0.1488,0.6889,69.8776,0.3012
1231.169816,10.46146342,713.37,2846,0.7455,0.6969,71.4758,0.2852
429.6885495,4.002451349,160.57,1541,0.3713,0.6245,63.0006,0.37
536.1302751,4.540414171,690.08,2123,0.5136,0.7,71.7521,0.2825
105.2259456,0.931467853,351.44,2667,0.1518,0.6151,62.6936,0.3731
210.7858089,1.918143022,277.12,765,0.4861,0.7293,73.5855,0.2641
224.1639453,1.915459171,449.7,1211,0.7542,0.7283,73.8614,0.2614
148.6470137,1.253593388,221.92,846,0.2554,0.6869,69.2669,0.3073
201.501386,1.7815948,216.45,1321,0.1546,0.6635,66.9938,0.3301
707.0185319,5.927443886,1522.04,2716,3.7704,0.7524,78.3824,0.2162
294.5127687,2.470749123,609.89,1455,0.5478,0.7538,76.6142,0.2339
271.7898808,2.329648763,826,1934,1.6687,0.7224,74.1807,0.2582
225.4233776,1.890441436,179.81,820,0.2465,0.6966,70.1146,0.2989
193.0515108,1.646401655,410.18,1253,1.9239,0.7194,72.9205,0.2708
256.7408779,2.18691903,549.42,2021,0.4551,0.7155,72.8566,0.2714
403.2367268,3.408957649,211.97,2059,0.1164,0.5694,57.7075,0.4229
88.2113335,0.777386338,421.03,2900,0.0869,0.6369,65.017,0.3498
109.4278434,0.974113216,469.64,2250,0.5637,0.6826,69.5692,0.3043
281.2342867,2.641384111,90.96,913,0.0402,0.6076,61.0799,0.3892
133.7586925,1.188245224,484.73,1382,0.7173,0.715,72.7206,0.2728
153.4499567,1.293092415,220.18,789,0.4141,0.7057,71.1059,0.2889
457.3020256,3.92113611,539.24,2027,0.2522,0.7274,73.9707,0.2603
152.6571473,1.382934249,252.33,3655,0.1817,0.5565,56.6364,0.4336
143.5130856,1.254254279,197.9,2649,0.1191,0.5782,58.5501,0.4145
348.0197023,3.402698363,229.51,2600,0.1933,0.5554,56.4903,0.4351
453.3592819,3.819967948,330.32,1302,0.1701,0.6897,69.8295,0.3017
113.5440693,0.956832049,278.95,1120,0.1584,0.7141,72.071,0.2793
104.367144,0.926227193,341.41,3190,0.4829,0.5925,60.4562,0.3954
197.9593305,1.677202105,364.52,1207,1.4284,0.7577,76.5037,0.235
121.1180528,1.019655485,154.1,371,0.3373,0.7606,76.3599,0.2364
43.725,0.36679409,171.31,826,0.3243,0.6983,70.2559,0.2974
110.4184815,0.974658525,290.55,1194,0.4809,0.6944,70.2193,0.2978
96.97109491,0.854174908,85.44,1103,0.0394,0.5805,58.3565,0.4164
571.4868436,4.853625783,302.22,1393,0.1155,0.6461,65.5002,0.345
129.9729045,1.095669963,179.2628,541,0.3065,0.7295,73.3481,0.2665
127.226021,1.086101356,166.41,972,0.227,0.6662,67.0815,0.3292
105.5166055,0.893757093,188.26,894,0.1601,0.6802,68.5181,0.3148
130.4493262,1.115286656,210.55,965,0.2841,0.6694,67.5172,0.3248
307.2827319,2.656869579,1130.18,3883,0.8874,0.754,77.7492,0.2225
248.6765609,2.059970713,254.67,1363,0.1025,0.6914,69.7831,0.3022
80.82253103,0.686981493,148.19,716,0.429,0.6666,67.0783,0.3292
338.5790195,2.849592257,233.4,1254,0.1479,0.6574,66.4101,0.3359
625.5687817,5.165079716,570.6,9141,0.1495,0.509,53.2004,0.468
147.7577451,1.256563447,98.11,859,0.0536,0.6102,61.3448,0.3866
199.4358203,1.669129127,168.91,640,0.4314,0.7283,73.2086,0.2679
204.9319859,2.009682885,473.21,1692,0.5879,0.7071,72.0665,0.2793
172.0921521,1.437953437,276.13,1730,0.212,0.6823,68.9596,0.3104
15.70420081,0.140361361,287.8,1150,0.105,0.6906,69.8427,0.3016
310.8762069,2.611740419,219.67,1061,0.2235,0.6473,65.3711,0.3463
121.2600778,1.061013893,67.18,1482,0.0169,0.4738,47.6793,0.5232
88.65800624,0.750692745,232.99,525,0.6267,0.7705,77.4972,0.225
255.3771293,2.183760026,313.57,1241,0.3644,0.6975,70.5367,0.2946
272.4724901,2.312890095,136.26,1504,0.1059,0.5739,57.8873,0.4211
615.6307267,5.142972046,532.6,2560,0.2598,0.6909,70.453,0.2955
105.0001707,0.889685455,195.65,1279,0.1128,0.6447,65.0502,0.3495
357.1190036,3.158102023,259.29,1573,0.2745,0.6416,64.983,0.3502
206.4972528,1.749539292,270.98,1350,0.2207,0.6765,68.3864,0.3161
261.8973623,2.232488843,228.09,1095,0.8427,0.6872,69.3148,0.3069
138.3650067,1.164037672,290.2,1642,0.299,0.6491,65.762,0.3424
294.3579252,2.48547119,172.54,1600,0.1078,0.5746,58.0786,0.4192
87.85069833,0.779697305,323.99,1215,0.4099,0.7026,71.09,0.2891
454.4390512,3.848256002,270.89,1877,0.073,0.6496,65.7592,0.3424
353.4209333,2.990053404,150.42,1993,0.0755,0.5601,56.5722,0.4343
44.258,0.390149174,185.64,1035,0.4045,0.6552,66.0779,0.3392
136.7482213,1.144015851,179.56,682,0.1843,0.7027,70.7076,0.2929
92.13516738,0.780412324,88,769,0.0667,0.6407,64.3349,0.3567
170.3018954,1.521117038,221.57,861,0.2193,0.7122,71.783,0.2822
220.0321731,1.869549688,150.15,1155,0.0827,0.6415,64.6119,0.3539
108.5093478,0.912027019,155.87,503,0.4129,0.7293,73.2797,0.2672
316.6754005,2.671763317,98.14,565,0.3014,0.686,68.8558,0.3114
128.0064263,1.125249569,313.28,2275,0.0699,0.638,64.7957,0.352
173.903355,1.568896384,531.01,3594,0.209,0.6387,65.529,0.3447
142.2268107,1.19643362,160.41,582,0.495,0.7005,70.4474,0.2955
161.5122998,1.426028095,219.04,3246,0.1483,0.546,55.4606,0.4454
204.9640625,1.991883087,471.86,1559,0.4382,0.7338,74.6021,0.254
82.13744788,0.706266872,262.07,741,0.9829,0.7492,75.4732,0.2453
113.7368028,1.013830678,160.01,803,0.1489,0.707,71.1078,0.2889
266.7580675,2.346299098,514.91,4436,0.0824,0.6025,62.024,0.3798
391.8329846,3.296414074,128.41,2014,0.0511,0.5391,54.4058,0.4559
353.7348552,3.202337642,553.34,2215,0.7441,0.6985,71.3522,0.2865
821.8586197,6.896675384,1048.08,2631,1.6403,0.7009,72.6618,0.2734
370.905169,3.133404944,656.79,1339,0.7073,0.7117,72.764,0.2724
460.4763393,3.894028942,166.4,1748,0.0722,0.5619,56.8076,0.4319
458.3062079,3.888653476,445.39,1927,0.2787,0.6958,70.7281,0.2927
283.2918645,2.412760309,563.49,1523,0.6048,0.7123,72.6161,0.2738
395.4014037,3.300695831,151,1224,0.0544,0.6382,64.2685,0.3573
208.8612239,1.763273968,399.42,1385,0.2897,0.7029,71.2848,0.2872
134.956504,1.145581931,124.68,625,0.1913,0.6717,67.5138,0.3249
216.2828951,1.800348501,359.45,2574,0.2378,0.6542,66.4397,0.3356
207.174858,1.732811508,144.31,1053,0.2941,0.6597,66.3778,0.3362
306.6742352,2.599393192,189.37,946,0.4974,0.6427,64.8439,0.3516
101.1593247,0.914467012,239.53,3000,0.1555,0.5817,59.0428,0.4096
628.2877392,5.365054901,457.78,2295,0.2943,0.6621,67.4941,0.3251
101.5884734,0.861964329,159.05,714,0.2405,0.7066,71.0429,0.2896
278.6476258,2.35923032,236.72,1243,0.3651,0.6393,64.6526,0.3535
109.8626331,0.972833487,308.92,1927,0.1022,0.6444,65.3943,0.3461
123.2080032,1.052289911,284.84,970,1.0686,0.7226,72.9278,0.2707
122.460051,1.028892344,137.06,461,0.3017,0.7149,71.8107,0.2819
75.24637118,0.634987985,76.82,812,0.0914,0.5692,57.1965,0.428
341.3118823,2.889302557,403.71,1795,0.4615,0.6442,65.6336,0.3437
238.1080645,2.038237833,229.11,572,0.5059,0.7192,72.4577,0.2754
191.2985495,1.620190019,137.46,656,0.1442,0.6463,65.0365,0.3496
144.4395259,1.21551838,300.47,819,0.3673,0.7322,73.8849,0.2612
283.6308193,2.378929871,161.65,873,0.113,0.6464,65.113,0.3489
118.0323042,0.991090884,84.72,620,0.079,0.6534,65.5827,0.3442
188.6986167,1.660195603,697.61,1968,0.5784,0.7538,76.8765,0.2312
546.6211775,4.565212109,281.76,1651,0.1634,0.6603,66.8148,0.3319
240.9068527,2.008572637,218.99,1572,0.2564,0.6454,65.1832,0.3482
